appid,name,developer,publisher,positive,negative,owners,average_forever,average_2weeks,median_forever,median_2weeks,price,initialprice,discount,ccu,release_date,required_age,is_free,short_description,supported_languages,platforms_windows,platforms_mac,platforms_linux,metacritic_score,recommendations,achievements,genres,categories
320340,Cosmonautica,Chasing Carrots,Chasing Carrots,560,606,"200,000 .. 500,000",0,0,0,0,999,999,0,3,"Jul 31, 2015",0.0,False,"Cosmonautica is a fresh take on space trading in a procedurally generated universe, paired with quirky humor for your intergalactic enjoyment.","English, French, German, Spanish - Spain, Russian",True,False,False,,948.0,31.0,"Adventure, Indie, Simulation, Strategy","Single-player, Steam Achievements, Steam Trading Cards, Steam Cloud, Family Sharing"
397460,The Jackbox Party Pack 2,"Jackbox Games, Inc.","Jackbox Games, Inc.",1992,93,"200,000 .. 500,000",0,0,0,0,2499,2499,0,12,"Oct 13, 2015",0.0,False,"The sequel to the party game phenomenon The Jackbox Party Pack, featuring FIVE fresh, rib-tickling party games! Your phones or tablets are your controllers – no big mess of controllers needed. For up to 8 players plus an Audience of up to 10,000! It’s a game-night riot in a box… without the box!",English<strong>*</strong><br><strong>*</strong>languages with full audio support,True,True,True,,1440.0,20.0,"Casual, Indie, Strategy","Single-player, Multi-player, PvP, Shared/Split Screen PvP, Co-op, Shared/Split Screen Co-op, Steam Achievements, Steam Trading Cards, Partial Controller Support, Steam Cloud, Remote Play on Phone, Remote Play on Tablet, Remote Play Together, Family Sharing"
254060,KnightShift,Reality Pump,Topware Interactive,890,412,"200,000 .. 500,000",0,0,0,0,899,899,0,4,"Sep 27, 2013",0.0,False,"Do you like Real Time Strategy? or are Role Playing Games your preference…Why not try both genres in one? … or even both separately? …In one game: KnightShift!In a mystical world beyond fantasy and imagination, where corruption and disaster go hand in hand, not all is as it seems.","English<strong>*</strong>, French<strong>*</strong>, German<strong>*</strong>, Czech<strong>*</strong>, Polish<strong>*</strong><br><strong>*</strong>languages with full audio support",True,True,True,,354.0,0.0,"RPG, Strategy","Single-player, Multi-player, PvP, Online PvP, Cross-Platform Multiplayer, Steam Trading Cards, Steam Cloud, Family Sharing"
286040,Dead Effect,"BadFly Interactive, a.s.","BadFly Interactive, a.s.",2707,995,"200,000 .. 500,000",0,0,0,0,499,499,0,6,"Dec 17, 2014",0.0,False,Fight for your life in the INDIE SCI-FI FPS game fit for both casual and hard-core gamers with a passion for hunting down hordes of zombies. Prepare yourselves for the incoming nightmare!,"English<strong>*</strong>, German, Spanish - Spain, Czech, Hungarian, Russian<br><strong>*</strong>languages with full audio support",True,True,False,59.0,2929.0,61.0,"Action, Indie","Single-player, Steam Achievements, Steam Trading Cards, Partial Controller Support, Steam Cloud, Stats, Steam Leaderboards, Family Sharing"
323220,Vagante,Nuke Nine,Nuke Nine,4319,521,"200,000 .. 500,000",0,0,0,0,1499,1499,0,26,"Feb 21, 2018",0.0,False,"Vagante is an action-packed platformer that features permanent death and procedurally generated levels. Play cooperatively with friends both locally and online, or adventure solo in this challenging roguelike-inspired game.",English,True,True,True,,4109.0,44.0,"Action, Adventure, Indie, RPG","Single-player, Multi-player, Co-op, Online Co-op, Shared/Split Screen Co-op, Shared/Split Screen, Steam Achievements, Full controller support, Steam Workshop, Steam Cloud, Remote Play Together, Family Sharing"
1556870,Golf Club Nostalgia,Demagog Studio,Untold Tales,1126,261,"200,000 .. 500,000",0,0,0,0,199,999,80,1,"Sep 3, 2021",0.0,False,"Human life is wiped out. Earth is now a golf course for the ultra-rich. In this dystopian sports puzzler, play through destroyed brutalist monuments, crumbling shopping malls, and abandoned museums as you piece together the full story of how humanity fell.","English<strong>*</strong>, Italian, Spanish - Spain, Portuguese - Brazil, Russian, Simplified Chinese, Traditional Chinese, French, German, Polish, Japanese, Korean<br><strong>*</strong>languages with full audio support",True,False,False,79.0,1180.0,27.0,"Casual, Indie, Sports","Single-player, Steam Achievements, Full controller support, Steam Cloud, Family Sharing"
1016600,Devil Slayer - Raksasi,GlassesCatGames,"GlassesCatGames, indienova",2397,424,"200,000 .. 500,000",0,0,0,0,1499,1499,0,3,"Apr 22, 2021",0.0,False,"Devil Slayer - Raksasi is a top-down action game with procedurally generated dungeons, profound roguelike elements, and intuitive soul-like fighting. It's a fair and challenging game, dodging, timing, striking, you need to master them all to fight your way out of this cursed world.","Simplified Chinese, English, Japanese, Traditional Chinese, Russian, Korean",True,True,False,,2722.0,79.0,"Action, Adventure, Indie","Single-player, Steam Achievements, Full controller support, DualShock Controller Support, DualShock Controller Support, DualSense Controller Support, DualSense Controller Support, Steam Cloud, Remote Play on TV, Family Sharing"
2933080,Crime Boss: Rockay City,INGAME STUDIOS,505 Games,5413,4144,"200,000 .. 500,000",0,0,0,0,1999,1999,0,160,"Jun 18, 2024",0.0,False,Crime Boss: Rockay City is a 1-4 player co-op FPS heist game with enjoyable stealth and epic killing spree combat. Featuring a solo roguelike campaign that combines FPS and strategy elements with the most hilariously cheesy voice acting that make you laugh.,"English<strong>*</strong>, French, Italian, German, Spanish - Spain, Japanese, Korean, Portuguese - Brazil, Russian, Simplified Chinese, Traditional Chinese<br><strong>*</strong>languages with full audio support",True,False,False,,9773.0,45.0,Action,"Single-player, Multi-player, Co-op, Online Co-op, Steam Achievements, Steam Trading Cards, Camera Comfort, Color Alternatives, Adjustable Difficulty, DualShock Controller Support, DualShock Controller Support, DualSense Controller Support, DualSense Controller Support, Steam Input API Support, Stereo Sound, Partial Controller Support, Steam Cloud, Family Sharing"
333250,Forward to the Sky,Animu Game,Animu Game,1791,396,"200,000 .. 500,000",0,0,0,0,799,799,0,0,"Jan 29, 2015",0.0,False,Reveal the story of the sky tower! Forward to the Sky is a third person action adventure game in the sky tower ruin. You are going to collect all the crystal pieces to connect the story and everything will be revealed once Princess reaches the top level.,"English<strong>*</strong>, Japanese, Traditional Chinese, Simplified Chinese, Spanish - Spain, German, Korean<br><strong>*</strong>languages with full audio support",True,True,True,,1848.0,12.0,"Action, Adventure, Casual, Indie, RPG","Single-player, Steam Achievements, Steam Trading Cards, Partial Controller Support, Family Sharing"
914800,Coffee Talk,Toge Productions,Toge Productions,10695,572,"200,000 .. 500,000",0,0,0,0,649,1299,50,24,"29 Jan, 2020",0.0,False,"Coffee Talk is a coffee brewing and heart-to-heart talking simulator about listening to fantasy-inspired modern peoples’ problems, and helping them by serving up a warm drink or two.","English, Simplified Chinese, Japanese, Korean, French, German, Traditional Chinese, Spanish - Spain, Turkish, Russian, Portuguese - Brazil, Indonesian",True,True,False,76.0,11205.0,24.0,"Adventure, Casual, Indie","Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Steam Workshop, Steam Cloud, Remote Play on Phone, Remote Play on Tablet, Remote Play on TV, Family Sharing"
1293230,House of Detention,"Aniki, Male Union ♂",Dungeon Master,7930,697,"200,000 .. 500,000",0,0,0,0,99,99,0,3,"May 29, 2020",0.0,False,"Unique horror with a Deep plot, a lot of characters, great sound effects and a creepy atmosphere of Real Dungeon. Locker Room, Gym, Various Monsters, Atmospheric Music, Meme Scrolls, The Lash of the Spain King and much more! Right Version Included.","English<strong>*</strong>, French<strong>*</strong>, Italian<strong>*</strong>, German<strong>*</strong>, Spanish - Spain<strong>*</strong>, Arabic<strong>*</strong>, Bulgarian<strong>*</strong>, Czech<strong>*</strong>, Danish<strong>*</strong>, Dutch<strong>*</strong>, Finnish<strong>*</strong>, Greek<strong>*</strong>, Hungarian<strong>*</strong>, Japanese<strong>*</strong>, Korean<strong>*</strong>, Norwegian<strong>*</strong>, Polish<strong>*</strong>, Portuguese - Portugal<strong>*</strong>, Portuguese - Brazil<strong>*</strong>, Romanian<strong>*</strong>, Russian<strong>*</strong>, Simplified Chinese<strong>*</strong>, Spanish - Latin America<strong>*</strong>, Swedish<strong>*</strong>, Thai<strong>*</strong>, Traditional Chinese<strong>*</strong>, Turkish<strong>*</strong>, Ukrainian<strong>*</strong>, Vietnamese<strong>*</strong><br><strong>*</strong>languages with full audio support",True,True,True,,8417.0,100.0,"Action, Adventure, Indie, Massively Multiplayer, RPG, Simulation, Sports, Strategy","Single-player, Multi-player, PvP, Online PvP, Co-op, Online Co-op, Steam Achievements, Steam Trading Cards, Family Sharing"
1039880,Hellsplit: Arena,Deep Type Games,Deep Type Games,3298,571,"200,000 .. 500,000",0,0,0,0,2499,2499,0,10,"Sep 9, 2019",0.0,False,VR horror-slasher with physically correct combat system and dynamic battles across arenas in the dark fantasy world.,English<strong>*</strong><br><strong>*</strong>languages with full audio support,True,False,False,,3733.0,16.0,"Action, RPG","Single-player, Tracked Controller Support, VR Only, Family Sharing"
1259790,Puyo Puyo Tetris 2,SEGA,SEGA,2071,463,"200,000 .. 500,000",0,0,0,0,1999,1999,0,209,"Mar 23, 2021",0.0,False,Japan’s beloved puzzle game series Puyo Puyo and the world-renowned Tetris® game franchise have teamed up again to deliver even more Puyo-popping and Tetrimino-clearing fun in Puyo Puyo Tetris 2.,"English<strong>*</strong>, French, Italian, German, Spanish - Spain, Japanese<strong>*</strong>, Korean, Simplified Chinese, Traditional Chinese<br><strong>*</strong>languages with full audio support",True,False,False,,2375.0,43.0,"Action, Casual","Single-player, Multi-player, PvP, Online PvP, Shared/Split Screen PvP, Co-op, Online Co-op, Shared/Split Screen Co-op, Shared/Split Screen, Steam Achievements, Full controller support, Steam Cloud, Remote Play Together, Family Sharing"
1161170,The Rewinder,MistyMountainStudio,Gamirror Games,6702,255,"200,000 .. 500,000",0,0,0,0,1499,1499,0,17,"Sep 9, 2021",13.0,False,"The Rewinder is an adventure puzzle game based on Chinese mythology. You play as Yun, the last known Rewinder, who can communicate with spirits and explore other people's memories to alter the past.","Simplified Chinese, English, Traditional Chinese, Japanese",True,True,False,,6827.0,29.0,"Adventure, Casual, Indie","Single-player, Steam Achievements, Full controller support, Steam Cloud, Family Sharing"
220660,StarDrive,Zero Sum Games,,658,815,"200,000 .. 500,000",0,0,0,0,2999,2999,0,4,"Apr 26, 2013",0.0,False,"As a space bear, human or any other race, venture forth into the galaxy, create custom ships, conquer new worlds, build new colonies and defend your very existence against those who would take what is yours.","English<strong>*</strong>, German, French, Polish, Russian<br><strong>*</strong>languages with full audio support",True,False,False,61.0,1255.0,0.0,"Indie, Strategy","Single-player, Steam Trading Cards, Family Sharing"
1282150,SpongeBob SquarePants: The Cosmic Shake,Purple Lamp,THQ Nordic,3445,282,"200,000 .. 500,000",0,0,0,0,3999,3999,0,34,"Jan 31, 2023",0.0,False,"Wish-granting Mermaid’s Tears in the hands of SpongeBob and Patrick… What could go wrong? Sure, the very fabric holding the universe together could come undone, opening portals into wild Wishworlds. But that’s nothing our favorite sponge can’t handle- with the right cosmic costume!","English<strong>*</strong>, French<strong>*</strong>, Italian, German<strong>*</strong>, Spanish - Spain<strong>*</strong>, Portuguese - Brazil<strong>*</strong>, Simplified Chinese, Japanese<strong>*</strong>, Korean, Polish<strong>*</strong>, Russian, Traditional Chinese, Portuguese - Portugal, Hindi<strong>*</strong>, Indonesian<strong>*</strong>, Spanish - Latin America<br><strong>*</strong>languages with full audio support",True,False,False,,3065.0,44.0,Action,"Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud, Family Sharing"
702670,Donut County,Ben Esposito,Annapurna Interactive,9683,862,"200,000 .. 500,000",0,0,0,0,1299,1299,0,40,"Aug 28, 2018",0.0,False,"Donut County is a story-based physics puzzle game where you play as an ever-growing hole in the ground. Meet cute characters, steal their trash, and throw them in a hole.","English<strong>*</strong>, French<strong>*</strong>, Italian<strong>*</strong>, German<strong>*</strong>, Spanish - Spain<strong>*</strong>, Japanese<strong>*</strong>, Korean<strong>*</strong>, Portuguese - Brazil<strong>*</strong>, Russian<strong>*</strong>, Simplified Chinese<strong>*</strong>, Polish<strong>*</strong>, Spanish - Latin America<strong>*</strong><br><strong>*</strong>languages with full audio support",True,True,False,77.0,10900.0,20.0,"Adventure, Casual, Indie","Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud, Remote Play on TV, Family Sharing"
772540,Battle Royale Trainer,Trickjump Games Ltd,Trickjump Games Ltd,947,705,"200,000 .. 500,000",0,0,0,0,0,0,0,0,"Jan 4, 2018",0.0,False,"Battle Royale Trainer lets you practice your combat skills with a wide range of weapons, scopes and attachments against AI opponents and targets, honing your skills until you can snap-shoot, control recoil and head-shot your opponents at any distance like a pro.","English, Simplified Chinese, Korean",True,False,False,,1558.0,21.0,"Action, Adventure, Simulation","Single-player, Steam Achievements, Family Sharing"
